code accident,date,heure,département,commune,massif,region,massif_unique,site,"coordonnées
 zone départ",altitude,inclinaison,orientation,groupe,emportés,"ensevelis 
 tête",décédés,blessées,indemnes,activité,activite_regrouped,évolution,BRA,"qualité 
 neige","cohésion
 neige","type 
 départ",cause départ,"dénivelé
 (mètres)","largeur 
 cassure
 (mètres)","épaisseur
 cassure max. 
 (cm)"
1718-88-23,2019-01-25,,73,Chevaline,bauges,alps,Bauges,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-52,2019-03-10,,74,Seythenex,bauges,alps,Bauges,,,,,,,5,0,0,0,5,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-18,2019-01-14,,73,La Léchère,beaufortin,alps,Beaufortin,,,,,,,1,1,1,0,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-60,2019-04-20,,38,La Ferrière,belledonne,alps,Belledone,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-70,2019-11-14,,38,Chamrousse,belledonne,alps,Belledone,,,,,,,1,1,0,1,0,autre non récréatif,other,,,,,,,,,
1718-88-87,2020-01-02,,38,Revel,belledonne,alps,Belledone,,,,,,,2,0,2,0,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-88,2020-01-18,,38,Les Adrets,belledonne,alps,Belledone,,,,,,,1,1,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-34,2019-01-31,,38,Oz en Oisans,grandes rousses,alps,Gdes-rouss,,,,,,,1,1,1,0,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-80,2019-12-25,,38,Le Freneyr d'Oisans,grandes rousses,alps,Gdes-rouss,,,,,,,2,0,0,0,2,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-83,2019-12-28,,38,Le Freney d'Oisans,grandes rousses,alps,Gdes-rouss,,,,,,,1,0,0,0,1,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-36,2019-02-03,,4,Allos,Haut-Verdon,alps,Ht_Var-Ver,,,,,,,1,0,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-02,2018-11-24,,73,Bonneval S/ Arc,haute maurienne,alps,Hte-maurie,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-05,2018-12-05,,73,Bonneval S/ Arc,haute maurienne,alps,Hte-maurie,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-21,2019-01-18,,73,Valmeinier,haute maurienne,alps,Hte-maurie,,,,,,,1,1,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-35,2019-02-02,,73,Lanslebourg,haute maurienne,alps,Hte-maurie,,,,,,,3,1,1,2,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-63,2019-04-25,,73,Bessans,haute maurienne,alps,Hte-maurie,,,,,,,1,1,1,0,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-72,2019-11-23,,73,Modane,haute maurienne,alps,Hte-maurie,,,,,,,4,1,0,2,2,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-86,2020-01-02,,73,Lanslebourg,haute maurienne,alps,Hte-maurie,,,,,,,2,0,0,0,2,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-90,2020-01-24,,73,Valmeinier,haute maurienne,alps,Hte-maurie,,,,,,,1,1,1,0,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-07,2018-12-11,,73,Tignes,haute tarentaise,alps,Hte-tarent,,,,,,,1,0,0,0,1,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-08,2018-12-11,,73,Val d'Isère,haute tarentaise,alps,Hte-tarent,,,,,,,1,1,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-16,2018-12-25,,73,Val d'Isère,haute tarentaise,alps,Hte-tarent,,,,,,,1,1,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-20,2019-01-15,,73,Val d'Isère,haute tarentaise,alps,Hte-tarent,,,,,,,1,0,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-38,2019-02-04,,73,Val d'Isère,haute tarentaise,alps,Hte-tarent,,,,,,,2,0,0,0,2,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-39,2019-02-04,,73,Val d'Isère,haute tarentaise,alps,Hte-tarent,,,,,,,1,1,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-43,2019-02-08,,73,Ste Foy Tarentaise,haute tarentaise,alps,Hte-tarent,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-44,2019-02-08,,73,Ste Foy Tarentaise,haute tarentaise,alps,Hte-tarent,,,,,,,2,1,0,0,2,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-66,2019-04-30,,73,Val d'Isère,haute tarentaise,alps,Hte-tarent,,,,,,,1,0,0,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-107,2020-03-03,,73,Tignes,haute tarentaise,alps,Hte-tarent,,,,,,,1,1,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-108,2020-03-03,,73,Tignes,haute tarentaise,alps,Hte-tarent,,,,,,,1,0,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-109,2020-03-03,,73,Val d'Isère,haute tarentaise,alps,Hte-tarent,,,,,,,1,0,0,0,1,hors-piste à snowboard,"off-piste (ski, snowboard)",,,,,,,,,
1213-74-07,2013-03-19,,74,bernex,chablais,alps,Chablais,,,,,,1,1,1,0,1,0,randonnée,hiking,,,,,,,,,
1617-74-03,2017-04-28,,74,avoriaz,chablais,alps,Chablais,,,,,,,1,1,1,0,0,randonnée,hiking,,,,,,,,,
1718-74-11,2018-03-31,13:00,74,sixt fer à cheval,chablais,alps,Chablais,désert de platé,,,,,8,8,0,0,0,8,randonnée,hiking,,,,,,,,,
1718-88-42,2019-02-07,,74,Chatel,chablais,alps,Chablais,,,,,,,2,0,0,0,2,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-61,2019-04-19,,74,Samoens,chablais,alps,Chablais,,,,,,,1,1,1,0,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-38-09,2018-03-03,,38,saint pancrasse,chartreuse,alps,Chartreuse,pas de l'oeille dent de crolles,,,,,,1,0,0,0,0,randonnée,hiking,,,,,,,,,
1718-88-22,2019-01-25,,38,St Bernard du Touvet,chartreuse,alps,Chartreuse,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-29,2019-01-29,,38,St Pierre de Chartreuse,chartreuse,alps,Chartreuse,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-31,2019-01-30,,38,St Pierre de Chartreuse,chartreuse,alps,Chartreuse,,,,,,,1,0,0,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-33,2019-01-31,,38,Sarcenas,chartreuse,alps,Chartreuse,,,,,,,1,0,0,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-10,2018-12-13,,73,Montsapey,maurienne,alps,Maurienne,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-19,2019-01-14,,73,Les Avanchers-Valmorel,maurienne,alps,Maurienne,,,,,,,1,0,0,0,1,hors-piste à snowboard,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-56,2019-03-16,,73,Montgellafrey,maurienne,alps,Maurienne,,,,,,,1,1,1,0,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-74,2019-12-04,,73,Montricher-Albanne,maurienne,alps,Maurienne,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-84,2019-12-29,,73,St François Longchamp,maurienne,alps,Maurienne,,,,,,,2,0,0,0,2,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-96,2020-01-30,,73,Fontcouverte La Toussuire,maurienne,alps,Maurienne,,,,,,,3,3,2,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-99,2020-01-31,,73,Pontamafrey Montpascal,maurienne,alps,Maurienne,,,,,,,1,1,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-111,2020-03-06,,73,Montgellafrey,maurienne,alps,Maurienne,,,,,,,1,1,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-45,2019-02-09,,6,St Dalmas le Selvage,mercantour,alps,Mercantour,,,,,,,11,0,0,2,9,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-67,2019-05-06,,6,Isola,mercantour,alps,Mercantour,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-69,2019-05-19,,6,St Martin Vésubie,mercantour,alps,Mercantour,,,,,,,2,1,1,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-76,2019-12-07,,6,St Dalmas le Selvage,mercantour,alps,Mercantour,,,,,,,3,0,0,3,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1415-74-11,2015-08-25,08:40,74,chamonix,mont blanc,alps,Mont-Blanc,face nord goûter,,,,,3,2,0,0,0,0,alpinisme,alpinisme,,,,,,,,,
1516-65-01,2016-03-08,,65,bagnères de bigorre,haute bigorre,pyrenees,hte-bigo,col d'aouet,,,,NO,5,2,1,1,0,1,randonnée,hiking,,,,,,,,,
1718-88-53,2019-03-10,,74,Chamonix,mont blanc,alps,Mont-Blanc,,,,,,,5,0,0,0,5,"rando (ski, snowboard, snowshoes)","cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-55,2019-03-14,,74,Chamonix,mont blanc,alps,Mont-Blanc,,,,,,,1,0,0,1,0,alpinisme (cascade),alpinisme,,,,,,,,,
1718-88-62,2019-04-21,,74,Chamonix,mont blanc,alps,Mont-Blanc,,,,,,,3,0,0,0,3,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-68,2019-05-18,,74,Vallorcine,mont blanc,alps,Mont-Blanc,,,,,,,1,1,1,0,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-82,2019-12-28,,74,Chamonix,mont blanc,alps,Mont-Blanc,,,,,,,1,1,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-92,2020-01-29,,74,St Gervais les Bains,mont blanc,alps,Mont-Blanc,,,,,,,1,1,1,0,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-94,2020-01-30,,74,Les Contamines Montjoie,mont blanc,alps,Mont-Blanc,,,,,,,1,1,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-95,2020-01-30,,74,Les Contamines Montjoie,mont blanc,alps,Mont-Blanc,,,,,,,1,0,0,0,1,hors-piste à snowboard,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-100,2020-02-03,,74,St Gervais les Bains,mont blanc,alps,Mont-Blanc,,,,,,,1,0,0,1,0,"rando (ski, snowboard, snowshoes)","cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-103,2020-03-01,,74,Vallorcine,mont blanc,alps,Mont-Blanc,,,,,,,1,1,1,0,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-114,2020-05-31,,74,Chamonix,mont blanc,alps,Mont-Blanc,,,,,,,2,0,1,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-115,2020-06-20,,74,Chamonix,mont blanc,alps,Mont-Blanc,,,,,,,2,0,0,1,1,alpinisme,alpinisme,,,,,,,,,
1718-88-12,2018-12-18,,38,Ornon,oisans,alps,Oisans,,,,,,,3,0,0,0,3,alpinisme,alpinisme,,,,,,,,,
1718-88-28,2019-01-29,,38,St Christophe en Oisans,oisans,alps,Oisans,,,,,,,2,2,2,0,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-51,2019-03-09,,38,St Christophe en Oisans,oisans,alps,Oisans,,,,,,,3,0,0,0,3,alpinisme (cascade),alpinisme,,,,,,,,,
1718-88-58,2019-04-13,,38,St Christophe en Oisans,oisans,alps,Oisans,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-71,2019-11-20,,5,Les Orres,embrunnais-parpaillon,alps,Parpaillon,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1213-05-06,2013-02-06,,5,freissiniere,pelvoux,alps,Pelvoux,lac palluel,,,,,12,1,0,0,0,1,randonnée,hiking,,,,,,,,,
1516-05-04,2016-04-24,,5,pelvoux,pelvoux,alps,Pelvoux,coup de sabre,,,>45,NO,2,2,0,0,0,0,alpinisme,alpinisme,,,,,,,,,
1718-88-04,2018-11-24,,5,Le Monêtier les Bains,pelvoux,alps,Pelvoux,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-48,2019-03-01,,5,Le Monêtier les Bains,pelvoux,alps,Pelvoux,,,,,,,3,0,1,1,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-64,2019-04-27,,5,Monêtier les Bains,pelvoux,alps,Pelvoux,,,,,,,2,0,0,2,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-37,2019-02-03,,5,Vars,queyras,alps,Queyras,,,,,,,1,1,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-79,2019-12-14,,5,Vars,queyras,alps,Queyras,,,,,,,1,1,1,0,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-89,2020-01-20,,5,Cervières,queyras,alps,Queyras,,,,,,,1,0,0,1,0,randonnée à skis-alpinisme,alpinisme,,,,,,,,,
1718-88-104,2020-03-03,,5,Cervières,queyras,alps,Queyras,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1415-05-05,2015-02-06,,5,le monetier les bains,thabor,alps,Thabor,ruisseau rif blanc,,,,,3,1,0,0,0,0,randonnée,hiking,,,,,,,,,
1718-88-14,2018-12-21,,5,Névache,thabor,alps,Thabor,,,,,,,1,0,0,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-50,2019-03-09,,5,Névache,thabor,alps,Thabor,,,,,,,1,0,0,1,0,alpinisme (ski alpinisme),alpinisme,,,,,,,,,
1718-88-106,2020-03-03,,5,Névache,thabor,alps,Thabor,,,,,,,3,1,0,0,3,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-03,2018-11-24,,4,Jausiers,ubaye,alps,Ubaye,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-46,2019-02-09,,4,Uvernet Fours,ubaye,alps,Ubaye,,,,,,,1,0,0,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-47,2019-02-12,,4,Uvernet Fours,ubaye,alps,Ubaye,,,,,,,1,0,0,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-24,2019-01-26,,66,Formigueres,capcir puymorens,pyrenees,capcir,,,,,,,1,0,0,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-26,2019-01-27,,68,Wasserbourg,vosges,other,other,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-27,2019-01-29,,31,Gouaux de Larboust,luchonnais,pyrenees,luchonnais,,,,,,,2,0,0,2,0,déclenchement préventif,other,,,,,,,,,
1718-88-57,2019-03-19,,68,Stosswihr,vosges,other,other,,,,,,,1,0,0,0,1,randonnée à snowboard,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-59,2019-04-14,,20,Lozzi,cinto,other,other,,,,,,,1,0,0,0,1,randonnée à pied,hiking,,,,,,,,,
1718-88-77,2019-12-10,,9,Aston,haute ariege,pyrenees,hte-ariege,,,,,,,1,0,0,1,0,"rando (ski, snowboard, snowshoes)","cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-06,2018-12-11,,73,St Martin de Belleville,vanoise,alps,Vanoise,,,,,,,3,0,0,0,3,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-15,2018-12-25,,73,Peisey-Nancroix,vanoise,alps,Vanoise,,,,,,,2,0,0,0,2,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-17,2018-12-26,,73,Bellentre,vanoise,alps,Vanoise,,,,,,,1,1,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-91,2020-01-28,,65,Aragnouet,haute bigorre,pyrenees,hte-bigo,,,,,,,1,0,0,0,1,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-30,2019-01-30,,73,Macot La Plagne,vanoise,alps,Vanoise,,,,,,,1,1,1,0,0,déclenchement préventif,other,,,,,,,,,
1718-88-40,2019-02-04,,73,Villaroger,vanoise,alps,Vanoise,,,,,,,1,0,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-41,2019-02-06,,73,Courchevel,vanoise,alps,Vanoise,,,,,,,2,0,0,0,2,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-49,2019-03-07,,73,St Martin de Belleville,vanoise,alps,Vanoise,,,,,,,1,1,1,0,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-54,2019-03-12,,73,Bourg St Maurice,vanoise,alps,Vanoise,,,,,,,1,1,0,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-65,2019-04-29,,73,Orelle,vanoise,alps,Vanoise,,,,,,,1,0,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-78,2019-12-10,,73,Orelle,vanoise,alps,Vanoise,,,,,,,1,1,0,0,1,piste,"piste (ski, snowboard)",,,,,,,,,
1718-88-81,2019-12-25,,73,Les Belleville,vanoise,alps,Vanoise,,,,,,,1,0,0,1,0,other,other,,,,,,,,,
1718-88-93,2020-01-30,,73,Bourg St Maurice,vanoise,alps,Vanoise,,,,,,,1,1,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-97,2020-01-30,,73,Les Allues,vanoise,alps,Vanoise,,,,,,,1,0,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-98,2020-01-31,,73,Peisey Nancroix,vanoise,alps,Vanoise,,,,,,,2,0,0,0,2,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-101,2020-02-05,,73,Orelle,vanoise,alps,Vanoise,,,,,,,1,0,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-102,2020-02-28,,73,Les Belleville,vanoise,alps,Vanoise,,,,,,,1,0,0,1,0,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-110,2020-03-06,,73,La Plagne Tarentaise,vanoise,alps,Vanoise,,,,,,,3,1,1,0,2,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1718-88-112,2020-03-11,,73,Termignon,vanoise,alps,Vanoise,,,,,,,5,3,0,0,5,hors-piste à skis,"off-piste (ski, snowboard)",,,,,,,,,
1213-26-01,2012-12-09,,26,bezaudun sur bine,vercors diois,alps,Vercors,pas de sierra le veyou,,1270,40-44,S,,1,0,0,0,0,randonnée,hiking,,,,,,,,,
1718-88-113,2020-03-15,,65,Barèges,haute bigorre,pyrenees,hte-bigo,,,,,,,4,2,2,0,2,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
1718-88-13,2018-12-18,,38,St Honoré,vercors,alps,Vercors,,,,,,,1,0,0,1,0,randonnée à skis,"cross-country (ski, snowboard etc.)",,,,,,,,,
